Epoch, training loss, validation loss, validation accuracy, ,,
642,0.153847,0.303962,0.913000, ,,
643,0.153557,0.304230,0.913000, ,,
644,0.153304,0.304203,0.913000, ,,
645,0.153107,0.304162,0.913000, ,,
646,0.152862,0.304048,0.913000, ,,
647,0.152638,0.304015,0.913000, ,,
648,0.152413,0.304200,0.913000, ,,
649,0.152276,0.304075,0.913000, ,,
650,0.151982,0.304111,0.913000, ,,
651,0.151800,0.304150,0.913000, ,,
652,0.151531,0.303968,0.913000, ,,
653,0.151380,0.304139,0.913000, ,,
654,0.151112,0.303981,0.913000, ,,
655,0.150896,0.304079,0.913000, ,,
656,0.150687,0.303987,0.913000, ,,
657,0.150464,0.304028,0.913000, ,,
658,0.150220,0.303855,0.913000, ,,
