Epoch, training loss, validation loss, validation accuracy, ,,
294,2.196208,2.192132,0.255000, ,,
295,2.194658,2.190385,0.359000, ,,
296,2.193091,2.188875,0.346000, ,,
297,2.191389,2.186891,0.330000, ,,
298,2.189477,2.185181,0.239000, ,,
299,2.188041,2.183371,0.297000, ,,
300,2.185961,2.181463,0.252000, ,,
301,2.184630,2.179329,0.240000, ,,
302,2.182069,2.177835,0.333000, ,,
303,2.181073,2.175961,0.325000, ,,
304,2.178548,2.173602,0.349000, ,,
305,2.176777,2.171980,0.321000, ,,
306,2.175164,2.169578,0.297000, ,,
307,2.172570,2.167506,0.255000, ,,
308,2.170750,2.165842,0.266000, ,,
309,2.168672,2.163714,0.292000, ,,
310,2.166979,2.161378,0.292000, ,,
311,2.164551,2.159341,0.306000, ,,
312,2.162620,2.157267,0.259000, ,,
313,2.160378,2.154741,0.255000, ,,
314,2.158146,2.152363,0.279000, ,,
315,2.156221,2.150132,0.288000, ,,
316,2.153772,2.148411,0.298000, ,,
317,2.151546,2.146310,0.290000, ,,
318,2.149127,2.143284,0.265000, ,,
319,2.146835,2.141003,0.242000, ,,
320,2.144619,2.138490,0.295000, ,,
321,2.142290,2.136659,0.372000, ,,
322,2.140387,2.133543,0.256000, ,,
323,2.138408,2.131162,0.311000, ,,
324,2.135162,2.129653,0.376000, ,,
325,2.132774,2.126554,0.281000, ,,
326,2.130616,2.123761,0.295000, ,,
327,2.127945,2.120909,0.258000, ,,
328,2.125838,2.119012,0.303000, ,,
329,2.122935,2.116477,0.301000, ,,
330,2.120662,2.114109,0.330000, ,,
331,2.118129,2.111309,0.288000, ,,
332,2.115340,2.108660,0.274000, ,,
333,2.113028,2.105896,0.263000, ,,
334,2.110256,2.103165,0.274000, ,,
335,2.107884,2.100718,0.275000, ,,
336,2.105531,2.098431,0.298000, ,,
337,2.102949,2.095509,0.281000, ,,
338,2.100739,2.093623,0.373000, ,,
339,2.098055,2.090771,0.295000, ,,
340,2.095754,2.088148,0.320000, ,,
341,2.093350,2.085093,0.287000, ,,
342,2.090756,2.082479,0.248000, ,,
343,2.087966,2.080641,0.290000, ,,
344,2.086120,2.078198,0.325000, ,,
345,2.082993,2.075479,0.270000, ,,
346,2.081094,2.072243,0.257000, ,,
347,2.078371,2.070181,0.279000, ,,
348,2.075892,2.068165,0.305000, ,,
349,2.073414,2.065824,0.395000, ,,
350,2.071492,2.062500,0.285000, ,,
351,2.068917,2.060228,0.283000, ,,
352,2.066639,2.058469,0.374000, ,,
353,2.064404,2.055943,0.341000, ,,
354,2.061617,2.053115,0.304000, ,,
355,2.059515,2.050887,0.283000, ,,
356,2.057328,2.048761,0.290000, ,,
357,2.055358,2.046352,0.304000, ,,
358,2.053387,2.044041,0.274000, ,,
359,2.050450,2.042474,0.390000, ,,
360,2.048717,2.040179,0.399000, ,,
361,2.046633,2.037246,0.301000, ,,
362,2.044467,2.035628,0.278000, ,,
363,2.042300,2.033412,0.296000, ,,
364,2.040452,2.031137,0.357000, ,,
365,2.038242,2.028973,0.300000, ,,
366,2.036331,2.027351,0.296000, ,,
367,2.034224,2.024988,0.287000, ,,
368,2.032412,2.022997,0.291000, ,,
369,2.030351,2.021709,0.329000, ,,
370,2.028526,2.019275,0.297000, ,,
371,2.026762,2.017294,0.287000, ,,
372,2.024679,2.015298,0.338000, ,,
373,2.023277,2.013891,0.321000, ,,
374,2.021377,2.011530,0.286000, ,,
375,2.019557,2.009611,0.280000, ,,
376,2.017760,2.008351,0.348000, ,,
377,2.016334,2.006850,0.317000, ,,
378,2.014386,2.004918,0.346000, ,,
379,2.013334,2.002846,0.339000, ,,
380,2.010974,2.001448,0.292000, ,,
381,2.009818,2.000229,0.346000, ,,
382,2.007754,1.998378,0.328000, ,,
383,2.006585,1.996127,0.294000, ,,
384,2.004507,1.995244,0.386000, ,,
385,2.003392,1.993419,0.302000, ,,
386,2.001756,1.992048,0.391000, ,,
387,2.000161,1.990434,0.382000, ,,
388,1.998803,1.989280,0.308000, ,,
389,1.997693,1.987337,0.312000, ,,
390,1.996162,1.986019,0.401000, ,,
391,1.994640,1.984893,0.394000, ,,
392,1.993310,1.983397,0.309000, ,,
393,1.992173,1.981980,0.382000, ,,
394,1.990450,1.980766,0.306000, ,,
395,1.989139,1.979345,0.324000, ,,
396,1.988011,1.977931,0.400000, ,,
397,1.986893,1.976762,0.336000, ,,
398,1.985418,1.975240,0.344000, ,,
399,1.984005,1.973971,0.329000, ,,
400,1.983198,1.972478,0.351000, ,,
401,1.981928,1.972395,0.425000, ,,
402,1.980400,1.970343,0.410000, ,,
403,1.979275,1.969058,0.374000, ,,
404,1.977796,1.967717,0.325000, ,,
405,1.976936,1.966372,0.312000, ,,
406,1.975675,1.965646,0.418000, ,,
407,1.974310,1.964791,0.412000, ,,
408,1.973709,1.963189,0.323000, ,,
409,1.972033,1.962076,0.397000, ,,
410,1.970863,1.960800,0.440000, ,,
411,1.969968,1.959632,0.377000, ,,
