Epoch, training loss, validation loss, validation accuracy,,,
445,0.205931,0.311294,0.909000,,,
446,0.205564,0.311512,0.908000,,,
447,0.205239,0.311493,0.907000,,,
448,0.204996,0.311429,0.908000,,,
449,0.204637,0.311401,0.908000,,,
450,0.204296,0.311137,0.908000,,,
451,0.203940,0.310881,0.908000,,,
452,0.203647,0.310882,0.907000,,,
453,0.203358,0.310527,0.908000,,,
454,0.202994,0.310668,0.910000,,,
455,0.202702,0.310653,0.908000,,,
456,0.202442,0.310420,0.908000,,,
457,0.202065,0.310541,0.909000,,,
458,0.201822,0.310613,0.909000,,,
459,0.201491,0.310563,0.909000,,,
460,0.201108,0.310366,0.908000,,,
461,0.200809,0.310088,0.908000,,,
462,0.200582,0.310101,0.909000,,,
463,0.200273,0.310032,0.909000,,,
464,0.199896,0.310032,0.908000,,,
465,0.199634,0.310160,0.908000,,,
466,0.199259,0.309749,0.907000,,,
467,0.198975,0.309655,0.909000,,,
468,0.198643,0.309619,0.908000,,,
469,0.198380,0.309546,0.909000,,,
470,0.198160,0.309628,0.907000,,,
471,0.197770,0.309652,0.909000,,,
472,0.197477,0.309563,0.907000,,,
473,0.197159,0.309329,0.909000,,,
474,0.196900,0.309372,0.908000,,,
475,0.196547,0.309389,0.909000,,,
476,0.196308,0.309188,0.909000,,,
477,0.195971,0.309165,0.909000,,,
478,0.195732,0.309099,0.908000,,,
479,0.195384,0.309235,0.908000,,,
480,0.195126,0.309135,0.909000,,,
481,0.194748,0.308813,0.908000,,,
482,0.194506,0.308594,0.908000,,,
483,0.194211,0.308880,0.908000,,,
484,0.193905,0.308681,0.908000,,,
485,0.193592,0.308589,0.909000,,,
486,0.193363,0.308382,0.909000,,,
487,0.193026,0.308398,0.908000,,,
488,0.192738,0.308493,0.908000,,,
489,0.192516,0.308744,0.908000,,,
490,0.192144,0.308544,0.908000,,,
491,0.191880,0.308332,0.910000,,,
492,0.191616,0.308266,0.908000,,,
493,0.191267,0.308440,0.908000,,,
494,0.190990,0.308391,0.908000,,,
495,0.190712,0.307933,0.909000,,,
496,0.190464,0.307977,0.908000,,,
497,0.190173,0.307961,0.908000,,,
498,0.189852,0.307899,0.908000,,,
499,0.189578,0.307826,0.909000,,,
500,0.189282,0.307794,0.908000,,,
501,0.189006,0.307576,0.909000,,,
502,0.188715,0.307696,0.908000,,,
503,0.188446,0.307640,0.908000,,,
504,0.188178,0.307864,0.909000,,,
505,0.187939,0.307583,0.909000,,,
506,0.187583,0.307603,0.909000,,,
507,0.187299,0.307557,0.909000,,,
508,0.187015,0.307555,0.909000,,,
509,0.186840,0.307597,0.908000,,,
510,0.186440,0.307312,0.909000,,,
511,0.186200,0.307109,0.909000,,,
512,0.185910,0.307160,0.910000,,,
513,0.185669,0.307071,0.910000,,,
514,0.185354,0.307392,0.909000,,,
515,0.185093,0.307224,0.908000,,,
516,0.184848,0.307264,0.908000,,,
517,0.184512,0.307026,0.910000,,,
518,0.184294,0.307110,0.910000,,,
519,0.184023,0.307063,0.910000,,,
520,0.183776,0.306988,0.910000,,,
521,0.183575,0.306444,0.910000,,,
522,0.183211,0.306681,0.910000,,,
523,0.182928,0.307027,0.911000,,,
524,0.182601,0.306845,0.910000,,,
525,0.182369,0.306936,0.910000,,,
526,0.182084,0.306757,0.909000,,,
527,0.181811,0.306737,0.910000,,,
528,0.181572,0.306629,0.910000,,,
529,0.181271,0.306649,0.911000,,,
530,0.181056,0.306659,0.910000,,,
531,0.180769,0.306500,0.910000,,,
532,0.180493,0.306474,0.910000,,,
533,0.180232,0.306358,0.910000,,,
534,0.180013,0.306546,0.910000,,,
535,0.179668,0.306278,0.910000,,,
536,0.179394,0.306170,0.910000,,,
537,0.179173,0.306178,0.910000,,,
538,0.178946,0.306048,0.910000,,,
539,0.178615,0.306066,0.910000,,,
540,0.178364,0.306301,0.910000,,,
541,0.178096,0.306137,0.910000,,,
542,0.177873,0.306170,0.910000,,,
543,0.177570,0.306264,0.910000,,,
544,0.177308,0.306206,0.910000,,,
545,0.177008,0.306102,0.910000,,,
546,0.176807,0.306083,0.910000,,,
547,0.176548,0.306043,0.910000,,,
548,0.176264,0.305809,0.911000,,,
549,0.176016,0.305789,0.910000,,,
550,0.175779,0.306149,0.910000,,,
551,0.175487,0.306034,0.911000,,,
552,0.175189,0.305778,0.911000,,,
553,0.174979,0.305589,0.910000,,,
554,0.174726,0.305716,0.910000,,,
555,0.174486,0.305708,0.911000,,,
